# huble skybackground mean level, earthshine + zodical light
#wavelength(A)    flux(photon/s/A/arcsec^2/m^2)
10660.0    0.009919538132449302
10665.0    0.009911548631107563
10670.0    0.009903547275857927
10675.0    0.009895534066700393
10680.0    0.00988750900363496
10685.0    0.009879472086661626
10690.0    0.009871423315780396
10695.0    0.009863362690991268
10700.0    0.00985529021229424
10705.0    0.009847205879689316
10710.0    0.009839109693176492
10715.0    0.009831001652755772
10720.0    0.009822881758427153
10725.0    0.009814750010190634
10730.0    0.00980660640804622
10735.0    0.009798450951993906
10740.0    0.009790283642033692
10745.0    0.00978210447816558
10750.0    0.009773913460389572
10755.0    0.00977017663485018
10760.0    0.009766432107933005
10765.0    0.009762679879638055
10770.0    0.009758919949965325
10775.0    0.00975515231891482
10780.0    0.009751376986486534
10785.0    0.009747593952680472
10790.0    0.009743803217496632
10795.0    0.009740004780935015
10800.0    0.00973619864299562
10805.0    0.009732384803678447
10810.0    0.009728563262983495
10815.0    0.009724734020910768
10820.0    0.00972089707746026
10825.0    0.009717052432631976
10830.0    0.009713200086425913
10835.0    0.009709340038842074
10840.0    0.009705472289880456
10845.0    0.00970159683954106
10850.0    0.009697713687823887
10855.0    0.009693822834728935
10860.0    0.009689924280256206
10865.0    0.009686018024405699
10870.0    0.009682104067177415
10875.0    0.00967818240857135
10880.0    0.009674253048587511
10885.0    0.009670315987225894
10890.0    0.009666371224486495
10895.0    0.009662418760369322
10900.0    0.00965845859487437
10905.0    0.009654490728001642
10910.0    0.009650515159751134
10915.0    0.009646531890122849
10920.0    0.009642540919116786
10925.0    0.009638542246732943
10930.0    0.009634535872971327
10935.0    0.009630521797831927
10940.0    0.009626500021314755
10945.0    0.009622470543419802
10950.0    0.009618433364147074
10955.0    0.009614388483496564
10960.0    0.009610335901468281
10965.0    0.009606275618062215
10970.0    0.009602207633278377
10975.0    0.009598131947116754
10980.0    0.00959404855957736
10985.0    0.009589957470660184
10990.0    0.009585858680365232
10995.0    0.009581752188692502
11000.0    0.009577637995641994
